id,comment,label,label_encoded
12513,දුප්පත් මැණික් කටුව,None,5
12514,ඔහු ඊළඟ වතාවේ රන් බේස්බෝල් පිත්ත උත්සාහ කළ යුතුයි,None,5
12515,රන් උණ්ඩයක් කෙතරම් ලදායී වේද යන්න හෝ ඊයම් රත්තරන් කෙතරම් නත්ව දෘ තාව කෙතරම් ලදායී වේද යන්න මට කල්පනා කරමි,None,5
12516,මගේ පිරිමි ළමයා බලාගෙන හිටියේ දුප්පත් මිනිසා,None,5
12517,එමඟින් ඔබේ අත විනාශ කළ හැකිය,None,5
12518,ඒක මට රිද්දයක්,None,5
12519,මා ආදරය කළ ආකාරය ඔහු සෙල්ලම් කළ ආකාරය මම කැමතියි,None,5
12520,එය නපුරුකම් කරයි,None,5
12521,ගෝල්ඩන් බෝලය හරිම බරයි ඔහුට එය රත්රන් චලනය කිරීමටවත් නොහැකි විය,None,5
12522,දෙවියන් වහන්සේ නිර්මාණය කරන ලදි,None,5
12523,වවුලන් බිඳී නොයන්නේ,None,5
12524,ඔකරන් බෝලය,None,5
12525,ඔහුගේ ශරීරයේ මලල ක්රීඩා අස්ථියක්,None,5
12526,කැරට්,None,5
12527,හොඳයි එය නෆිග්,None,5
12528,එය සාමාන්ය කෙනෙකුට බරයි,None,5
12529,නැතහොත් ඔබට පුළුවන්ද සම්පූර්ණ කොම්බෝ එකක් පිළියෙළ කරන්න හෝ වම් කොක්කක් විසි කරන්න,None,5
12530,මුහුණේ අතකින් එය නොකරන්න ඔහු ඔබට දෂ්ට කරනු ඇත,None,5
12531,මඟුලේ පිත්ත ගන්න,None,5
12532,ඔබ සතුව පිතිකරණය අගුළු දමා ඔබේ අනෙක් අතක් ඉඟි කැකීමක් පුළුල්ව විවෘතව තබන්න,None,5
12533,මට ඉලක්ක කර ඇත්තේ මට සෑම කාමරයකම පිත්තිගතව සිටින නිසාත් මගේ දැරිය කතා කරමින් සිටි මට තුවක්කුවකින් පනින්න,None,5
12534,එය රිදවයි,None,5
12535,පළමුව පසුබැසීම පසුව තුවක්කුව අඳින්න,None,5
12536,චේතන මුහුණ දෙස බලන්න,None,5
12537,ඇටකටු කැඩී බිඳී ගිය ඔබේ සගයාට රිදවන මුලදී ඔබව ආරම්භ කරන්න,None,5
12538,සියල්ල ඔබේ කකුල් පිටතින් විවෘත කිරීම දැකීමයි,None,5
12539,ඔබ ඕනෑම තැනක ධාවනය දණහිසට පන්දුවක් ලබා ගත්තා,None,5
12540,එය සරල කිරීම සංකීර්ණ චලනයන් දුෂ්කර ඔබට පරාසයක දිගු තල වලින් යුක්ත හොඳ සැකසුමකට මග හැරීමට හරවා යැවීමට අවශ්ය ඔබ එහි අවසානය පසුකර ගිය පසු වහාම ඔහුගේ වාසිය පොළඹවා ගැනීමෙන් ඔබ ඔවුන් වටා ගමන් කර උත්සාහ කර පාද උත්සාහ කරන ඔහුට කැරකෙන්න ඔවුන් බිම සිටින පසු බහු පුද්ගලයන් නොමැති ඔබ ඒවා එහි තබා ගැනීමට ඔබට හැකි වේ,None,5
12541,ඇස් වලට හාරා යනු ඔබ එමඟින් මාපටැඟිලි දෙකම සමීපව තල්ලු කර ඇත්නම් නවත්වන්නේ නැත,None,5
12542,ඔවුන් ඔබ පසුපස හඹා නොයන්නේ ඔබ පහර දෙනවාද,None,5
12543,සැබෑ ජීවිතය එතරම් වෙනස්,None,5
12544,අප්රිකානු මව් මාදිලිය සක්රිය කළ චක්ස්,None,5
12545,එකම තත්වය මහලු චීන ජාතිකයෙක් රචනා දෙසට චලිතයක් තරංගයක් කිරීමෙන් තම ප්රතිවාදියාට පහර දුන් මම දුටුවෙමි,None,5
12546,ඔබ සිතන්නේ ඩබ්ලිව්ටීඑෆ් ලොල් ඉම් දුවන්න හෝ සර්පයා ධාවනය කිරීම මම සර්ප ග්රහණයක් කරන්න බවයි,None,5
12547,ඔහුට ඔබේ ඉණට ගිල්වා ද්විත්ව කකුල් අගුලක් ලබා ගත හැකිය,None,5
12548,ඔහු ඇස් හතු අන්ධ නොවේ,None,5
12549,ඔබ ඔබේ බෝල පුළුල් විවෘතව තබා ඇත,None,5
12550,සැබෑ ක්රියාවෙන් එය කරන්න,None,5
12551,මගේ එකම ගැටලුව වන්නේ යමෙකු පිතිකරුවෙකු පැද්දීම කිරීමයි,None,5
12552,හෝ ඔබේ දෙවන සංශෝධන අයිතිවාසිකම් ක්රියාත්මක කරන්න,None,5
12553,බැට්මෑන් පරාජය කරන්නේ කෙසේද,None,5
12554,ඔහුට තවමත් පිතිකරුවා දකුණට විසි කළ හැකිය,None,5
12555,හාහා ඇත්ත වශයෙන්ම එය වීථියේ වේගයෙන් වීථියේ සටනක්,None,5
12556,පිත්තකින් කෙනෙකුට එරෙහිව කෙනෙකුට එරෙහිව සරල කාලයකදී ඔබ ඔහුට බදාගෙන සිටින තරම් සමීප වීමට උත්සාහ කරන්න,None,5
12557,සියලු නිසි ගෞරවයෙන් මම මෙය ඉල්ලා සිටින්නේ ප්රතිවාදියා තවමත් වේගය ශක්තිය ගොඩනඟා නැති දෑත අවහිර කිරීම හොඳ නොවේ,None,5
12558,ඔහු ආයුධ අගුළු දැමූ පසු ඔහුට කඩා වැටෙන්නට තිබුණේ කුලයට තම ග්රහණය නැති වී ඔබ හොඳ ඔබ එය අවසන් කරන්නේ ඔබ එය අවසන් වී නැති ඩන්ජොන්ස් මකරුන් භෞතික විද්යාව නොවේ,None,5
12559,මචන් එක්සත් ජාතීන්ගේ සංවිධානයට ගැටුම් අවම කරයි,None,5
12560,සෑම විටම ගිනි අවියක් රැගෙන යන්න එවිට ඔබට ගැටලුව නොමැත,None,5
12561,බොහෝම ස්තූතියි,None,5
12562,ප්රහාරකයින් තේරුම් ගත් අයෙක් එක් පියවරක් කර වයස අවුරුදු මූර්තිය නොවන සෑම තත්පර හයක්ම එකවරමකට පහර දිය හැකිය,None,5
12563,කිසිවෙකු තවදුරටත් වවුලන් මාරු නොකරයි,None,5
12564,බොඕඕ එස්,None,5
12565,පලා යාම යනු ජරාව උපදෙස්,None,5
12566,තර්ජනය නිරායුධ කොට තර්ජනය නොකිරීම ඔබට ධාවනය කළ හැකි,None,5
12567,ඔබේ ප්රියතම ආයුධය රැගෙන යන්න ආරක්ෂිතව සිටින්න ආරක්ෂිතයි එය වගකීමෙන් යුතුව වාසනාව භාවිතා කරන්නේ කෙසේදැයි ඉගෙන ගන්න,None,5
12568,මෙය වඩාත් යථාර්ථවාදී උපදෙස් එහි කවුන්ටරය බුද්ධිමත් පරතරය වැසීමට මහත් ධෛර්යයක් අවශ්ය වේ,None,5
12569,ඔබ පන්දුවට පහරදීම පිහියකින් පිහියකට එරෙහිව පැණිරස බවක් තට්ටුවක් ඔබට පහර දෙයිපිත්ත පුද්ගලයා පුද්ගලයා වැඩූ මිනිසෙකු ඔවුන් ඔබේ ශරීරය සම්බන්ධතා නොමැති ඔබේ දරුවා හෝ කලත්රයා ඔබ සම්බන්ධතා කර ගැනීමට අවස්ථාවක් ලබා දී ඇත,None,5
12570,මේකට ස්තූතියි,None,5
12571,මගේ අම්මට පිත්තක් දෙන්න එපා,None,5
12572,මට දැන ගැනීමට අවශ්යයි,None,5
12573,සෑම විටම පලා කියනු ලබන වේගයෙන් වේගයෙන් ගමන් කිරීම වේගයෙන් ධාවනය කළ යුතු ආකාරය හෝ ධාවනය ශෛලියම වේගයෙන් ධාවනය වන්නේ කෙසේද යන්න කිසිවෙකු පුහුණු විය යුතු ආකාරය කිසිවෙකු උගන්වන්නේ නැත,None,5
12574,හොඳ තාක්ෂණ මාස්ටර්,None,5
12575,මම මම පන්දුවට පහර දී සෙමෙන් පිටව යන්නෙමි,None,5
12576,ඔව් සමහර ඔබට එය ඔහුගෙන් ඉවතට ගත හැකිය,None,5
12577,ඔබ ඔහුගේ මුහුණේ ඔබේ දෑත් කනස්සල්ලට පත්ව සිටින අතරතුර සර්ප කොක්කෙන් පසු ඔබ කකුල් කොක්කෙන් පසුව ඉහළ ස්ථානය ගන්න,None,5
12578,මම යාල් අනුගමනය කරන්නේ,None,5
12579,අහ් කුටිය,None,5
12580,නාලිකාවේ අපගේ දැනුම අප බෙදා ගැනීම ඔබට බොහෝම ස්තූතියි කෙවින් අගය කළා,None,5
12581,ඔහුගේ ඇස,None,5
12582,යනු මැචෙට් භාවිතා කරන උපක්රමයි,None,5
12583,ඔබ තවමත් පැන යාම ආරම්භ කරන තවමත් ඔබව පන්දුවට පහර දීමට උත්සාහ කරයි,None,5
12584,වාව් පිනෝයි හොඳම ස්තූතිය ස්වයං ආරක්ෂාව සර්වෝ වීඩියෝව,None,5
12585,ඔව් මම එකඟයි මම කවුරුත් නැහැ ඒයි හොඳයි කියලා,None,5
12586,ඔහ් මම ඔබව මින් බුද්ධිය ඔබව දැක නැත,None,5
12587,ඇත්තටම විශිෂ්ට උපාය මාර්ගයක්,None,5
12588,හරි ඔබට වාසියක් ලබා ගත හැකිය,None,5
12589,ඔබට මූලික ඔබේ ප්රහාරකයාට මරන්න ඕනට තල්ලු කරන්න එපා,None,5
12590,ඔබ සම්පූර්ණ වේගයෙන් ධාවනය ඔහුට පහර දීමට ලැබීමට සුබ පැතුම්,None,5
12591,දීප්තිමත් යථාර්ථවාදී,None,5
12592,මගේ සිසු සිසුවියන් සමීපව ගමන් කරන ආකාරයෙන් මම මෙය තරමක් වෙනස් ආකාරයකින් උගන්වමි,None,5
12593,ඔබේ අන්තර්ගතයට ස්තූතියි විශිෂ්ට විය හැක්කේ කෙටි පුද්ගලයාට පහර දෙන වර්ගයේ වීඩියෝ කිහිපයක් ඔබට කළ හැකිද,None,5
12594,වීඩියෝ කිරීමට ස්තූතියි,None,5
12595,අවසාන ආත්මාරක්ෂාව හොඳ තොරතුරක්,None,5
12596,මයිකල්මි බීබීට පහර දීමෙන් පසුව කිසි දිනෙක ජීවත් වීමට නොහැකි තරම් ළමයෙක් නොදනිමි,None,5
12597,හිමිකම් මාගා,None,5
12598,අපට පාසලේදී වගේ ගුරුවරයෙක් අවශ්යයි,None,5
12599,ඔබේ බුගට්ටු වර්ණය කුමක්ද,None,5
12600,වාව් නියමයි,None,5
12601,කැප්ල බ්රවුන් උපක්රම සියලු උපක්රම දැන ගන්නේ කෙසේද මෙය දැන ගැනීම,None,5
12602,ඔහු පහළට පැද්දෙන්නේ කුමක් කළ යුතුද,None,5
12603,වගේ අනුගමනය කරන්න,None,5
12604,ඔහුගේ එක් පැත්තක විශාලත්වය විශාල වන්නේ,None,5
12605,හොඳයි ඔබ වම්පස මීද් මිටියක් පැද්දෙන ඔබේ වම් පතින් සිදුවන දේ නැවත බලන්න,None,5
12606,ගිහින් අත්අඩංගුවට ගන්නවා,None,5
12607,ලෝහ පිත්තක් උත්සාහ කරන්න,None,5
12608,ඊළඟ වතාවේ ඇලුමිනියම් බේස්බෝල් පිත්තක් භාවිතා කරන්න,None,5
12609,එය අහඹු මෝටර් රථයක් පෙනේ,None,5
12610,කුණු කසළ වවුල,None,5
12611,හි හොඳම ජරාව,None,5
12612,අහඹු ජනතා කාර්,None,5
12613,කව්ද දන්නේ,None,5
12614,බාගත කරන්නේ කෙසේද,None,5
12615,පාරේ සිටින සැරයටි රූප මට පෙනේ,None,5
12616,මගේ මෝටර් රථ හඳුනාගැනීමේ ව්යාපෘතියේ ස්තූතියි,None,5
12617,චලනය වස්තූන් ඔහුගේ නොපැහැදිලි දැක්ම පරීක්ෂා කිරීම සිටින්නේ කවුද,None,5
12618,වීඩියෝවක සැරයටි සංඛ්යා ඔබට සිතිය නොහැකිය මෝටර් රථවලට පහර දෙන අතරතුර යූ ටියුබ්ට එරෙහිව සැහැල්ලු සංඛ්යා කිහිපයක් දුටු මම දැක ඇත්තෙමි,None,5
12619,මාර්ගයේ දුර කුමක්ද,None,5
12620,මම එය බාගත කරන්නේ කෙසේද,None,5
12621,හායි මට අපේ වෙබයේ නොමිලේ භාවිතා කළ හැකිද,None,5
12622,ඇලන් බෙකර් ඔහු මාව මෙතනට අරගෙන ගියේ,None,5
12623,සුභ සන්ධ්යාවක් ඔබේ වීඩියෝවෙහි සමහර ක්ලිප් මගේ රූපවාහිනී වැඩසටහනට භාවිතා කිරීමට මට ඔබේ අවසරය අවශ්යයි මම කිෂා වෛරස් ජීටීවී හි නිර්මාණාත්මක කණ්ඩායමක් ඔබේ නාලිකාවේ යූ ටියුබ්ස් නම ණය වීඩියෝව ප්රකාශයට පත් කරනු ඇත මම ඔබේ ප්රතිපෝෂණය බලාපොරොත්තුවෙන් සිටිමි ස්තූතියි සුභ පතමින් කිෂා වෛරස් ජීටීවී කණ්ඩායම,None,5
12624,කවුද ඇලන් බෙකර්,None,5
12625,ඔටිස් මැක්ඩොනල්ඩ් හි ගීතය මැජික් හැඳින්වේ,None,5
12626,කවුද මෙතනට ආවේ ඇලන් බෙකර් අප සියල්ලන්ම ඇලන් බෙකර් පැමිණි කිසිවෙකු ගණන් නොගන්න,None,5
12627,අදහස් ඇලන් බැකර්ගේ කවුද වීඩියෝව,None,5
12628,හායි මට මගේ ව්යාපෘතිවල නොමිලේ භාවිතා කළ හැකිද,None,5
12629,නියම වීඩියෝ පටයක්,None,5
12630,සෙල්ලම් කරන ගීතය කුමක්ද,None,5
12631,සමහර ගීතයක්,None,5
12632,ලස්සන සංගීතය,None,5
12633,සජීවිකරණ වීඑස් සජීවිකරණ නිර්මාතෘ,None,5
12634,ස්ටැමිස් මිනිසාගේ හමුදාවට එරෙහිව සටන් කිරීම රූපවාහිනී සංදර්ශනයක්,None,5
12635,ඔටිස් මැක්ඩොනල්ඩ් මැජික්,None,5
12636,ඔව් ඔබට ප්රමාද වූ ප්රතිචාරයක් ටිකක් ප්රමාද විය හැකිය,None,5
12637,ඔවුන් සැරයටි සංඛ්යා ඉක්මවා ගිය ඔබ එය පටිගත කරන්න,None,5
12638,ඔලිවර් ගුස්ටූම් ගීතයේ නම ඔටිස් මැක්ඩොනල්ඩ් මැජික්,None,5
12639,නිවැරදි,None,5
12640,සජීවිකරණයට පෙර එදිරිව යූ ටියුබ් සජීවිකරණයෙන් පසු යූ ටියුබ් කේ දර්ශන,None,5
12641,මගේ ව්යාපෘතිය පරීක්ෂා කිරීම එය මට උපකාර කළ වීඩියෝවට ස්තූතියි,None,5
12642,අදහස්,None,5
12643,කිසිදු ගැටළුවක් දායක නොවීමට අමතක නොකරන්න,None,5
12644,වීඩියෝ ව්යාපෘතියක් ඔබේ වීඩියෝ සබැඳිය බෙදා ගැනීමට නිදහස දැනෙනවාද ඔබ කැමති නිර්මාණාත්මක කොමන්ස් සමහරක් ලේබල් කරන ලද මගේ අනෙකුත් වෙනත් දර්ශන භාවිතා කරන්න,None,5
12645,බ්රයිම් ඔබට නොගැලපේ මට රයිස් ප්ලේනික් කේතයක් එවනවා සමාන ව්යාපෘතියක් කරයි,None,5
12646,විෂ්ණු හෑන්ටන්ටනාලි හි කේතයක් නොමැත වීඩියෝව බාගත කර ඔබට අවශ්ය එය භාවිතා කරන්න,None,5
12647,ටෙස්ලා ට්රේලරයකට ගොදුරු වේ,None,5
12648,මම ඩොප්ලර් ආචරණය පරිපූර්ණ නිදර්ශන සොයමින් සිටියෙමි,None,5
12649,එය මුළුමනින්ම සැබෑ ටෙස්ලා යනු මෘගයකි,None,5
12650,එහි නියමයි ඔබ එයට කැමති විය,None,5
12651,කලින් රඟපාන පෙර පාලම,None,5
12652,මෙය ප්ලාවනය නොවේ,None,5
12653,ප්ලාවිතය,None,5
12654,මිතුරන් පිරිසිදු නැත,None,5
12655,පැරණි ස්විෆ්ට් ඩීසල් විය,None,5
12656,මාගේ දෙවියනි,None,5
12657,ඊවිඕන් ඔහු ප්ලාවනය බල ගැන්ට්ලයිඩ් ව්යාකූලත්වයට පත්විය,None,5
12658,බ යා,None,5
12659,ඉදිරියට එන රථවාහන කුසලතාවන් ගැටීමෙන් නරක පැද්දීම ඔබේ මනුෂ්යයා හෑන්ඩ්බ්රේක් ඉහළට ඇදගෙන යාමේ ඉන්ධන අතුල්ලමින් ගමන් කිරීම,None,5
12660,ගොෆි ඕනෑම දෙයක් පළ කරන්න,None,5
12661,සරල බවින් සතුට සෑදී ඇත,None,5
12662,දක්ෂ රියදුරු,None,5
12663,එය ගේම්ලයිඩ් ගසාගෙන යාම නොවේ,None,5
12664,මෙය බලය ලිස්සා යාමයි,None,5
12665,භ්රමණය,None,5
12666,ඔව් සුසුකි එකක්,None,5
12667,මම කවදාවත් කාර් ඩ්රයිව් එකක් දකින්නේ නැහැ,None,5
12668,විදුලිය ස්ලයිඩින් නොවේ,None,5
12669,ළමයි බීඑම්ඩබ්ලිව් කිං ඩ්රිෆ්ට් කිං,None,5
12670,මාර්ගය වන්නේ එය මිරිස් එයට සමාන,None,5
12671,හෑන්ඩ්බ්රේක් හැරීම,None,5
12672,එහි බලය ලිස්සා යාම ගසාගෙන යාම,None,5
12673,ස්විෆ්ට්,None,5
12674,මෙක්සිකෝව සියල්ලම මෙක්සිකෝවේ සුලන්ය මෙක්සිකෝව සෑම දිනකම මෙයට වේ,None,5
12675,යාඩ්,None,5
12676,ප්ලාවිත බ්රෝ එකක් නොවන පැවසූ සෑම කෙනෙකුම පිස්සු යැයි කියමින් ඔහු කැටයම් ගේම්ලයිඩ් යැයි නොකියයි,None,5
12677,ඩ්රයිව් යාමට ඉඩ දෙන්න,None,5
12678,ඔව් මෙය බල විනිවිදකයක් අවම ඔහු දන්නවා පුද්ගලයාට එකක් ලැබුනේ ඩ්රෝෆ් ඩ්රෝක් කිරීම අපහසුය,None,5
12679,මේවා ඔබේ කුසලතා පමණක්ද,None,5
12680,එව්විල්ලක විනිවිදකයක් ප්ලාවනය නොවේ,None,5
12681,බ්රෝ එය ගසාගෙන යාම යම් දැනුමක් ලබා ගන්න එය බල විනිවිදකයක් විය,None,5
12682,ඔහු ප්ලාවනය ඔහු වංගුව හෝ එයාර්ටර් නිරාහාරව සිටීමට ගියේ එච්ඩබ්ලිව්ඩී මෝටර් රථයක් ගසාගෙන යාමට උත්සාහ කිරීමෙනි,None,5
12683,බලයක් ස්ලයිඩේ බයිස්ටිස්ක් මාතෘකාව මගේ ඕෆ්ට්රොඩ් ත්රාසජනක නැවතුම් නගරයක් පත්වීමට ඉඩ තිබුණි,None,5
12684,සියල්ල මම වැරදි ප්ලාවිත ධාවන තරඟ නැරඹුවෙමි,None,5
12685,එහි ලේබින් ප්රින්ට් දකුණු ස්වයංක්රීය පොම්පර් මායාව,None,5
12686,මම වේගයෙන් ආදරෙයි,None,5
12687,මචන් පසුපස රෝදවලට බලය තල්ලු කිරීම ප්රමාණවත් කම්පනයක් නොමැති ඉදිරිපස රෝදවලට හැරවීමේ සංචලතාවයට පෙර රෝදවලට හැරවීමට ඉඩ සලසයි,None,5
12688,ඔහ් මට ඒක දැනෙනවා,None,5
12689,තවමත් එය ප්ලාවනය බලා සිටී,None,5
12690,අනුමාන කිරීම යටින්,None,5
12691,ප්ලාවිතය,None,5
12692,සම්බන්ධතාවය වේගවත් විය,None,5
12693,රිය පැදවීමේ ශෛලිය එක පරිවර්ථ තරම් රළු නැති එය ඇත්තෙන්ම රූකි,None,5
12694,ඉන්දියානු සිසිල්,None,5
12695,මෙය ඉන්දියානු ධාවකයෙකි,None,5
12696,මචන් වචනයේ පරිසමාප්ත අර්ථයෙන්ම එළියට ගොස් එය ප්ලාවනයක් පවසයි,None,5
12697,මචන් ලොවක් ජරාව පිළිගත්තා,None,5
12698,ජා බියි දෙවන අතේ කාර්,None,5
12699,ස්විෆ්ට් ප්ලාවනය ප්ලාවනය කළ හැකිය,None,5
12700,මෝටර් රථ රිය පැදවීම මගේ නාලිකාවේ වායුවක් කරයි බෙදාගෙන අදහස් දැක්වීමට අදහස් දැක්වීමට,None,5
12701,මම එය ලකුණු ලබා දෙන්නේ එය ප්ලාවනයක් නොවන නිසාය,None,5
12702,මම මගාලයා කම්පන ලබා ගන්නේ පටිය කම්පන,None,5
12703,එය මරුටි සුසුකි ස්විෆ්ට් හයුන්ඩායි අයි නොවේ,None,5
12704,රිය පැදවීම යන්න එපා,None,5
12705,සුපිරි කාර් ඔයාට ආදරෙයි,None,5
12706,ගසාගෙන යාම,None,5
12707,ඔහුගේ අමු පිසූ එන්ජිම වසා දමනු ඇත,None,5
12708,ප්ලාවනය,None,5
12709,කරා වගේ ස්විෆ්ට් පෙම්වතා,None,5
12710,හි නම ස්ලෝල් මෙය ප්ලාවනයක් නොවේ,None,5
12711,ඔබ පසුව සම්පූර්ණ නැවතුමකට ගිය සම්පූර්ණයෙන්ම නිෂ් ල,None,5
12712,එය ප්ලාවිත හෝ පවර්ලියිඩ් නොවේ එය අත්බ්රැකියකි,None,5
12713,මගේ තාත්තාට ආඩම්බයක් හේතුව කුමක්දැයි මම දනිමි,None,5
12714,බල ගැන්සයිඩ් එය එකක්,None,5
12715,එහි ජරාව ඩ්රයිෆ්බීට හොඳ විය හැකිය,None,5
12716,නිවැරදි ප්ලාවනය,None,5
12717,එය හොඳ ගසාගෙන අතරතුර පැරණි වේගවත් ආදරය,None,5
12718,ආබ්,None,5
12719,ඔහු උරා බොන පුද්ගලයාට පමණක්,None,5
12720,මෝටර් රථය කඩාවැටීමේ පරීක්ෂණයෙහි ශුන්ය වන්නේ අංශයේ ඇල්ට්රෝස් හොඳම,None,5
12721,ගමනක් යනවාද යන්න විහිළුවක් දන්නේ නැත,None,5
12722,ආරම්භක ඩින්ඩියන් ඩබ්ලිව්,None,5
12723,එය ලිස්සා යාම,None,5
12724,ඩ්රයිෆ්ට් නැත ඔව්,None,5
12725,බෙස්ලයිඩ් කරන අතරතුර බ්රෝව පසුබට නොවීය,None,5
12726,වාව් හරිම පුදුමයි,None,5
12727,සියල්ලට පසු එහි රැලි මෝටර් රථයක්,None,5
12728,අරාබි ඩ්රෝෆිං බ්රෝ චෙක්,None,5
12729,සහෝදරයා වී වෙයි,None,5
12730,සුන්දර වීඩියෝව,None,5
12731,ඔබ ස්තූතියි මම සිටින්නේ හරස් මාර්ග කවුන්ටරය තවමත් ගණන් කරමින් සිටියදී යතුරුපැදිය හරහා යතුරුපැදියක් ධාවනය කරන්නේ මන්දැයි සොයා බැලීමට,None,5
12732,මෙය හොඳින් පැහැදිලි කර ඇත ස්තූතියි,None,5
12733,ස්තූතියි ලිඛිත පැහැදිලි කිරීම් අවුල් සහගතය,None,5
12734,ශ්රව්ය දෘශ්ය හැඟීම සහිත විශිෂ්ට වීඩියෝව,None,5
12735,ඉන්ෆොපර්තාන්,None,5
12736,දෘශ්ය ඉගෙන ගන්නෙකු මෙය පරිපූර්ණ ඉදිරිපත් කර මම බොහෝම ස්තූතියි,None,5
12737,ස්තූතියි බෙහෙවින් උපකාරී වේ,None,5
12738,මිලියනයකට ස්තූතියි මේකෙන් ගොඩක් තේරුමක්,None,5
12739,හරස් මාර්ග වඩාත් ප්රයෝජනවත් වීඩියෝව ඔබට බොහොම ස්තූතියි,None,5
12740,මෙය සරලයි මෙය සරලයි කාරණය මම එය මතක තබා ගන්නෙමි,None,5
12741,හර්ට්ෆර්ඩ්ෂයර් ස්ටීබන්ස් ලොල්,None,5
12742,අශ්වාරෝහකයාගේ රූගත කිරීම් නොසලකා හරින්න,None,5
12743,ඔබට ස්තූති කරන්න එතරම් විශ්වාසනීය අන්තර්ජාලය හරහා තොරතුරු සොයාගත නොහැකි විය,None,5
12744,හි රියදුරු බ රූ කිසිවෙකු නොමැතිව නතර නොවීය,None,5
12745,ස්තූතියි එය ප්රයෝජනවත් විය,None,5
12746,හොඳ පැහැදිලි කිරීමක්,None,5
12747,පැහැදිලිව පහසුවෙන් තේරුම් ගැනීමට පහසුය,None,5
12748,යාවත්කාලීන කිරීම දින කිහිපයකට පසු මගේ පරීක්ෂණය මම සමත් වූ මම සමත් වූ ස්තූතියි ස්තූතියි ඔබට ස්තූතියි වීඩියෝව නොමැතිව එය කිරීමට නොහැකි වනු ඇත,None,5
12749,ඔබ සිතන මම කැමතියි,None,5
12750,අපි අවට අශ්වයෙක්,None,5
12751,හොඳම දේ හොඳම පැහැදිලි කිරීම ඔබට සෙයින් මගේ න්යාය පරීක්ෂණය කරමින් මම මෙය නැරඹීමෙන් පසු මට ගැනද යන්න එවිට මම එය නැරඹීමෙන් පසු හෙට නැවත පැමිණෙන පොරොන්දු වෙමි,None,5
12752,බයික් පදික දෙකෙහිම සමාන්තරව සීබ්රා තරණය කිරීම කොටින් කොටින් තරණය කර ඇත,None,5
12753,මම ඔබේ වීඩියෝව නරඹන මම එය කිසි විටෙකත් තේරුම් නොගත්තෙමි,None,5
12754,විශිෂ්ට වීඩියෝවක් අවබෝධ කර ගැනීමට උපකාරී වී තිබේ,None,5
12755,හොඳින් පැහැදිලි කර ඇත ස්තූතියි,None,5
12756,එය තරණය කිරීම එහි හොඳම වීඩියෝව මට පැහැදිලිය,None,5
12757,ඔබට හොඳින් ස්තූතියි,None,5
12758,ඔබට සත්යද පෆින් ඩයිස් හි බොත්තම ඔබන්න එය පදිකයා හඳුනාගත හැකිය,None,5
12759,උදව් කරන්න ස්තූතියි,None,5
12760,හොඳින් පැහැදිලි කළ හාහා අන්තිම එක එපික් මුස්බියුප්ලෙප්ලෙට්ටිස්,None,5
12761,පෙලිකන් පෆින් හරස් කිරීම මම දැනගත්තා,None,5
12762,දීප්තිමත් ස්තූතියි පොකුරක්,None,5
12763,එය ව්යාකූල වන්නේ ඒවා මූලික සියල්ලම එක සමානයි,None,5
12764,නියම වැඩක් මගේ හොඳම කොටස වන්නේ අශ්ව රයිඩර් හරස් මාර්ගයයි,None,5
12765,දෙදෙනෙකුට මතක තබා ගැනීමට පහසු විය හැකිය,None,5
12766,හරස් මාර්ග හොඳම වීඩියෝව ප්රයෝජනවත් ඔයාට බොහෝම ස්තූතියි,None,5
12767,මම එකඟ වීමට පහසුම සරල ස්තූතියි,None,5
12768,දැනුමැති වීඩියෝව හුරුබුහුටි,None,5
12769,සෑම කෙනෙකුටම සිසිල් වීඩියෝව,None,5
12770,ඔබ සමත් වූවාද,None,5
12771,ඔබට බොත්තම එබීමට අවශ්ය නැත,None,5
12772,වීඩියෝ බ්රාවෝව තේරුම් ගැනීමට පහසු පහසුය,None,5
12773,වීඩියෝවෙහි ස්ත්රියට ස්තූතියි සරල අවබෝධය ආදරය කරන්න,None,5
12774,මෙය ප්රයෝජනවත් විය,None,5
12775,රයිඩ්,None,5
12776,නියම හොඳ පැහැදිලි කරන්න ස්තූතියි,None,5
12777,නියම වීඩියෝව හුරුබුහුටි හෝ අශ්වයාට ආදරය,None,5
12778,මෙතරම් සංක්ෂිප්ත වීම ස්තූතියි,None,5
12779,හරස් මාර්ග හොඳම වීඩියෝව ඔයාට බොහෝම ස්තූතියි සරල පැහැදිලි සෘජු,None,5
12780,කිසිම දරුවෙක් කවදාවත් බොත්තම තල්ලු කර පලා යන්න,None,5
12781,ඔව් ඒක මට හිනා වුණා,None,5
12782,ඔබේ දරුවන් හොඳින් හැසිරුණා,None,5
12783,ඔහු පිළිතුරක් නැත,None,5
12784,එම්එම්එච්එම්එම්,None,5
12785,ඇලන් බෙකර් වීඩියෝව වීඩියෝව වීඩියෝව භාවිතා කළේ තරම් මෙන්ම අ,None,5
12786,එතැන් කොහෙද,None,5
12787,ඇලන් බෙකා,None,5
12788,ඇලන් බෙකර්ගේ වීඩියෝව තුර්කි,None,5
12789,සියලුම විදේශිකයන් නැවත ක්රීඩා පිටියෙන් පිළිගනිමු,None,5
12790,හැමෝම ඇලන් බෙකර් කියන්නේ,None,5
12791,තුර්කිය,None,5
12792,මෝටර් රථ ඇලවුම් පරාජය කිරීමට පරිපූර්ණයි,None,5
12793,ඇලන්,None,5
12794,ඇලන් බෙකර් ටර්කයි,None,5
