id,comment,label
17071,"මේ ගුරු දෙවිවරු  

 සියළු පහසුකම් විදගෙන හරියට  පාසල්  කටයුතු  මග අරින 
 නගරෙ  ලොකු  පාසල්  වල  ඉන්න  ගුරු  හොරුන්ට  හොද  පාඩමක්  මේක",None
17072,,None
17073,"මෙවන් ගුරුවරු දකින්න ලැබීමත් වාසනාවක්  සම්මාන දෙන්නෙ ජ්නප්‍රිය ට්චර අම්ම්ලාට විම කනගාටුයි
ඔබේ සේවය ආදර්ශයක් අපට",None
17074,පාසල් එන ලමයින් ගේ ගෙවල් වලින් 3 වෙලටම කැම එකක් සර්ටදෙන්ඩ බැයිද,None
17075,මේ ගුරු පියාට නිදුක් නිරෝගී දිර්ගයුෂ ලැබේවා පුහු අටෝපෙන් ඉන්න ටීචර් අම්මලා වාගේ එවුන්ට දෙන සම්මාන පිට සම්මාන දෙන්න ඕන ගුරු පියෙක්,None
17076,"අපේ කාලේ දුයිශෙන්
තෙරුවන් සරණයි සර්",None
17077,බුදුරනි ෂධ,None
17078,ගිරයිඩිවියාකා මහා ඒසිරියා විශිෂ්ට ජයස,None
17079,දෙවිවරු,None
17080,මට ඉස්කෝලේ ඩක්මා ගල්කිස්ට් එකා මැට් මත්තරන්ස් මියානා ගුරුවාරු මට්ටාම් මට්ටම් මට්ටම් මට්ටම්,None
17081,ආදරණීය සර්ට 2024 ග්රෑම් ඊ ඔල් ප්රති results ල සඳහා ජනාධිපති සම්මානය ලැබේ කරුණාකර සලකා බලන්න,None
17082,,None
17083,තුන්වන සරණා සර්,None
17084,අන්ජලිකර්නීය වු ගුරුපියෙක් ඔබතුමාට සියලු දෙවි පිහිට ලෙබෙවා,None
17085,,None
17086,අනිවාර්යයෙන්ම මේ ගුරුවරයා ඇගයීමට ලක්වෙන්නම ඕනේ,None
17087,මේ වගේ ගඅරුවරයෙක් පිළිබඳව අසන්නටත් දකින්නටත් අපි වාසනාවන්ත උනා ඔබතුමන් වගේ පුතෙකු මෙලොවට බිහිකල හැද්දූවැඩු දෙමව්පියන්ට උතුම්ම සැනසීම ලැබෙත්වා   ඔබතුමන් ට නිදුක් නිරෝගිසුවය දිගාසිරි වේවා   මේ අහිංසක දරුවන්ගේ ජීවිතය එළිය කරන්නට අවශ්‍යයෝධ බලය ශක්තිය ලැබේවා   ඔබවැනි  දිරිමත් අව්‍යාජ ගුරු පියවරු රටට ම වාසනාවක් වේවා  සියලු දෙවි රැකවරණය ලැබේවා  තෙරුවන් සරණයි,None
17088,"ඇට තලන අම්ම වගේද
මෙන්න සම්මාන දෙන්නෙ ඕන දෙවිවරු වගේ ගුරුවරු",None
17089,ගුරුවරුනි ඔබ වැනි ගුරුවරුන්ගේ පිරිසිදු සේවය නිසා තමයි මගේ මව්බිම වන ශ්‍රී ලංකාවට අනාගතයේදී බොහෝ ජයග්‍රහණ නිර්මාණය කිරීමට සහ රටට ප්‍රයෝජනවත් වන ශිෂ්‍ය සම්පතක් රටට මඟ පෙන්විය හැක්කේ අපගේ නව රජය ඔබේ පාසල වැනි දුෂ්කර ප්‍රදේශවල පාසල්වලට ඔබ වැනි ගුරුවරුන් ලබා දී දේශපාලන මැදිහත්වීමකින් තොරව නිසි විසඳුම් ලබා දෙනු ඇතැයි මම බලාපොරොත්තු වෙමි සුභ පැතුම්,None
17090,දැන් ඉන්න ගුරු හොරු අතරේ  දෙවියෙක්,None
17091,දිව්වා  හෙමේ,None
17092,,None
17093,දෙකම දෙෙවි මෙයිපී,None
17094,ඔබ ගැන ආඩම්බරයි සර්,None
17095,මම හදවතින්ම ප්‍රාර්ථනා කරන්නේ මේ ඉස්කෝලේ ඉගෙන ගන්න සියලූම දරුවන්ට හොඳ අධ්‍යාපනයක් සමග ඉදිරි අනාගතය සර්වප්‍රකාරයෙන්ම සාර්ථක වේවා,None
17096,අපේ රටේ ආදරණීයම දුෂෙයින් ගුරු පියා ඔබයි,None
17097,Niyamadiapanadpodalokaktanathaktanathurakmankamanmanmanmanmanmannana ociyamkikikikikik,None
17098,සල්ලි පන්පාසා lhuu bedina ghara ob ගුරුතිනා ගුරු බීඅයිඒ ගුරු දේයිවෙක් බුසරනි හදුගඩු වඩු කඩුතාතත් පින් සිදූ වේවා,None
17099,ගෞරවනීය,None
17100,ඔබ වැනි උතුම් ගුරුවරු තව දහස් ගනනින් බිහිවෙවා,None
17101,මේ තමයි නියම ගුරුවරු  ගුරුසේවාවට ණය නැති උතුම් ගුරු දෙවි කෙනෙක්,None
17102,ගුරු දෙවිවරු කියන්නේ මෙවන් සත්පුරුෂයන් ට්‍රයි තෙරුවන් සරණයි පුතේ,None
17103,Km 6 අනිවාර්ය පය්න්,None
17104,වෙනස් කිරීමේ වස්තුවක් බැලීමට OBA Tea M,None
17105,Mewathamainimgurumumage ගුරුතුමාගේ ගුයාගමායාමුලූරගම,None
17106,මගේ පාසලේ ගුරුවරයෙක් කිසිම ඉගැන්වීමක් කළේ නැහැ පන්තියට ආවා පසුව ඔහුගේ පුටුවේ වාඩි වුණා පසුව ඔහුගේ විෂය ඉංග්රීසිඔහුට යම් දේශපාලන සම්බන්ධයක් ඇති බව මට පසුව වැටහුණි,None
17107,නියම  sir,None
17108,,None
17109,,None
17110,තෙරැවන්  සරනයි ඔබතුමා ට,None
17111,ත්රෙවාන් සාරන් මාත්මාටා,None
17112,,None
17113,ඇටතලන ටිචර්ට සම්මාන දිපියවු,None
17114,මේගුරු දෙවියාටඋතුම් නිවන් සම්පත් ළගයි ගරු අනුර කුමාර අතිගරු ජනාධිපති තුමනි මෙම ගමටයන පාර සකසා දෙනමෙන් ඔබතුමාගෙන් ඉල්ලා සිටිමි මේ දරුවෝ තැන් තැන් වලනැවතිලා ඉගෙන ගන්න ගියහම විවිධ ප්‍රශ්න වලට මුහුණ දෙන්නවෙනවා අනේජනාධි පතිතුමනි  මේපාසලට පිහිට වෙන්න,None
17115,මේ පාරමී පුරන බෝසත් චරිත,None
17116,මෙවන් ගුරුවරුන්ට යෝධ ශක්තිය ලැබේවා,None
17117,තෙරැවන්   සරනයි,None
17118,බුසරනි සියාලු ඩෙවලවරරානි ෂධ,None
17119,,None
17120,ජනපතිතුමනි මෙහෙම චරිත තව ගොඩක් තියේ මේ සමාජය තුල ඉක්මනින් සොයාගන්නරට හදන්න එච්චර අමාරුවෙන් නෑ,None
17121,අනේ පාර හරියට හදලදෙන්න,None
17122,,None
17123,මෙනා නියාමා ගරුවරුඋදුසානා කන්නා කේ කන්නින්ටා කේ,None
17124,,None
17125,හොන්ඩමා සමමන් ඩෙනා එකක් අවබෝධ කර ගන්න,None
17126,අපේ රටේ දුයිෂෙන් ලා,None
17127,කරුණාකර මෙවැනි ගුරුභවතුන්ට නිසි රාජ්‍ය ඇගයීමක් කරන්න  එය අනෙක් ගුරුභවතුන්ට ආදර්ශයක් වේවි,None
17128,මේතරම් දුෂ්කර ඉස්කෝල තියනවද,None
17129,පහේෂිකාට දීපල්ලා සම්මාන,None
17130,මෙන්න   නියම  ගුරු  පියවරු  පෝන්   එකේ    වැලලෙන්න  හදන    පොෂ්  වෙන්න   දගලන  ගුරුහොරුනේ   බලාගන්න  මෙන්න   ආදර්ශමත්   ගුරුපියවරු,None
17131,සර් බුසරානිගේ ගෞරවය,None
17132,ගුරු දේයිවෙක් ගෞරවය සිරිග්,None
17133,ඔබට ගරු කරන්න සර්,None
17134,150 km  ක් දුර ඉදලා ඇවිත් තවත් km ගනනක් සතියේ කෑම බීම උස්සං පයින් එනවලු තේ ටිකක් වත් නැතිව දරුවන්ට උගන්වන වලු දෙමව්පියන් හැටියට ලැජ්ජා විය යුතුයි මේ වගේ කියන්න  සර් අපේ දරුවන්ගේ ඇස් පාදන්න අපි සර් ගැන බලන්නම් කියල ප්‍රතිඋපකාර කරන්න තරම්  නිහතමානී දෙමව්පියන් උනා නම් තවත් වටිනවා  ලොකු දේවල් නෙවෙයි  මෙලොවට එලොවට දෙලොවට සසරට සාසනේට වැඩකට නැති හැමෝම නෙවෙයි  සිවුරු පොරවාගත් හාමුදුරුවන් ට දෙවේල වෙනුවට තුන්වේලට සරිලන්න ගෙදරකින් සීට්ටු දානය ලෙසින් නම් කරගෙන් වේලක් නොවරදවා දානය ගෙනියන්නේ  මෙහෙව් මෙහෙවරක් කරන ගුරුවරයකු කිසිවක් බලාපොරොත්තු නොවී ට සර් ඕවා උස්සං එන්න එපා දෙන්න සර් බෑග් එක මම ගන්නම් කියා දෙමව්පියන් එකතුවෙලා ලමයගෙ අතේම කෙසෙල් කොල ඩිංගකට බත් ඩිංගක් බෝතලේක ට තේ කහට ටිකක් තමංගෙ ගෙදර සාමාජිකයන් ට අනිවාර්යයෙන් මේ දේවල් ගෙදරක හදනවානෙ ඒ වෙනුවෙන් විශේෂ යෙන් නැතිව පොල් සම්බෝල යි බතුයි හරි සීනි නැතිව කහට ටිකක් හරි දෙමාපියන් ගේ වටිනා කාලය වැය නොකර දරුවගෙ අතේම අද ඔයා යවන්න හෙට මම යවන්න ඔහොම කතා වෙලා කරන්න තිබුනා කියලා හිතෙනවා ඇත්තට දෙමාපියන් ලැජ්ජා විය යුතුයි මට ඇස් වලට කදුලු ආවා ඒ ගුරුවරයගෙ කැප කිරීම වෙනුවෙන් මේ වගේ හැංගිච්ච තැන් කොච්චර නම් රටේ ඇති ද මේවාට වග  කියන්න කෙනෙක් නැහැ ඇස්  ඇරෙන්නෙ නැහැ නෙවෙයි අරං ගිහිං ඇස් දෙක උලුප්පලා පෙන්නුවත් ආ හරි හරි කියනවා මිස ඕන කමින් ඇස් ඇරල බලන්න එකෙක් නැහැ මේකයි රටේ තත්ත්වය මොනවා උනත් respect sir දරුවන් ට මීට වඩා නොනිවෙන පහනක් තවත් නැහැ ගුරුතුමා ගේ ආලෝකය අරං ලෝකය දකින්න ලෝකය දිනන්න ලෝකයම ඒ ආලෝකයෙන් බබලවන්න සක්තිය වීරිය ලැබේවා දරුවනේ,None
17135,මේ සර්ට පාසලේම නවතින්න සියලු පහසුකම් ලබා දිය යුතුයි,None
17136,අපි මාලිමාව ගෙනාවෙ මේ විෂමතාවය නැති කරන්න හරිනි ජනප්‍රිය පාසල්වලට වැඩියෙන් යනවා අපි දකිනවා අපේ රටට ජනප්‍රිය පාසල් අවශ්‍ය නෑ  සියලු පාසැල් එකවගේ විය යුතුමයි,None
17137,විශයන් 9 ම ගුරු පඩිය හිමිවිය යුතුයි,None
17138,සාප්පුව පාසලේ එක්සා,None
17139,,None
17140,මිහිපිට දෙවි කෙනෙක්,None
17141,අදාල විෂය වත් හරියට උගන්නන්නෙ නැති ගුරු හොරු කොච්චර නම් ඉන්නවා ද එහෙව් රටක තමංගෙ විෂයට බාහිර අනිත් විෂ්‍යන් සමානව ඉගැන්වීම් අදහන්නත් අමාරුයි respect sir,None
17142,සේරමත් හරි මේ ගමට පාසලක් හදල දීපු වටිනාකම අගයන්න ඕන මොන ආන්ඩුවෙන් කරත්,None
17143,මම ගුරැවරයෙක් උනානම් මේ වගේ පාසලකට යනවා ටික කාලෙකට හරි,None
17144,ගුරු යෝධයා,None
17145,ගුරු දෙවියෙක් අද දින දුටු වෙමි ටියුෂන් කඩ ගුරාලා මොනතරම් පහත් පිරිසක් දැයි මනාලෙස පෙනී යයි,None
17146,ජනක ශ්රීමත් කියන් සුරයිතායාක්,None
17147,අතහිමිද අතින් රෝසරැළි  අතින් රෝසරැළි  අතින් රෝසරැළි  අතින් රෝසරැළි  අතින් රෝසරැළි  අතින් රෝසරැළි  අතින් රෝසරැළි  අතින් රෝසරැල්ල,None
17148,ඔබ ගැන ආඩම්බර වන්න,None
17149,වැඩි වැටුපක් හිමිවිය යුතුය අතිදුෂ්කර පළාත්වල ට,None
17150,වචනයේ පරිසමාප්ත අර්ථයෙන්ම ගුරු දෙවියෙක්ඒ වගේම දිරිය දරුවෝඔබ අගයන්න වචන නෑජයවේවාහරිම සතුටුයි,None
17151,නගරාධිපති විතරි අතා කත කරන්අනිත් 158 පට්ටා බොරු කියන්,None
17152,ඔයගොල්ලෝ වාඩා කරන්නහබායි අනුපාතය මිනිසන්ත පට්ටා දෛනික මාත්රාව esevim bahianna EPA,None
17153,ලාල් කෙලින්ම කාරණයට bs,None
17154,,None
17155,ජයවේවා මකාමාවතා,None
17156,ඇඩ්රල් ලාල්,None
17157,ආන්ඩුව  හැදුවේ   අපි  එදත්  ආන්ඩුව  පරද්දන්න  හදපු  එවුන්  තමයි  දැනුත්  ආන්ඩුව  පෙරලනවා  කියන්නේ,None
17158,සහෝදරයා ඉන්දියාව සමග තියෙන සම්බන්ධතා නැවත සලකා බලමුද,None
17159,පියවරෙන් පියවරක්‍රමාණුකූලව රට ගොඩ නගමින් ඉන්නව කියලා දැනෙනවා ඇමතිතුමනිආඩම්බර වෙනවා ලබා දුන් කතිරය ගැන,None
17160,"හරියාතමාමා
සර්  සර්  irls plz වර්ගයක් මිල",None
17161,ඕව් පෙලුවිල්ල පිස්සිනා පිස්නා පිස්,None
17162,මලීමා,None
17163,සර් අරක නෑ මේක නෑ නෙමෙයි අපි කන්න බොන්නම නෙමෙයි ඉල්ලුවේ මිනිස්සු කියන්නේ හොරු ඇතුලට දැම්මෙ නෑ කියලා,None
17164,පෙරලුණු පිට අපිට හොඳයි සහෝදරයා නැති උනොත් නැතිවෙන්නේ අපිට තමයි අපේ රට ඔබලට බාරයි,None
17165,ආධුනිකත්වය,None
17166,NPP ආණ්ඩු අවුරැදු 20ක්,None
17167,,None
17168,තව තුවක්කු දීපන් ගොවීන්ට එතකොට හරි,None
17169,,None
17170,ලංවෙ ඉන්න සමහක්  සමහරක්  බහරෙන් එකෙ දවසින් දවස බඩු ගනන් අරිනවා ලංකාවේන්  විතර කියලා හිතන්න එපා,None
17171,ලාල්,None
17172,පචයන්ට නිවන් සුව ලැබේවා,None
17173,,None
17174,,None
17175,,None
17176,උඹට ද ගෝටා ට උන එකේ හොදම එක මතකද උබලට පැනල යන්න වෙන්නෙ නෑ,None
17177,ලාල්,None
17178,අපි ඔබ සමඟ අනුර ඇනා,None
17179,,None
17180,Uthouru ecaada කට්ටලය සඳහාද,None
17181,ඇවිල්ලා පෙරලපල්ලකො බලන්නඅපි බලාගමුමාලිමාව යවනවා බොරු,None
17182,පෙරලලා මොකද දන්නේ නැහැ රජයට ජයවේවා,None
17183,පක්කලී කීපදෙනෙක්ට ඇර අනික් ඔක්කොටම මේ ආන්ඩුව හොදයි,None
17184,සුපිරි සහොදරයා,None
17185,නියම කෙලින් සහොන්දරයා ලාල්,None
17186,,None
17187,ජයවේවා එන්පීපී,None
17188,,None
17189,,None
17190,මා,None
17191,ටිකක් වැලිකඩ ගියා නිවන්  යන්න   තව පවුල්  පිටින්ම  මග එනවා නිවන් යන්න  ඊට පස්සේ උඔ  වැලිකඩ ගිහින් නිවන්සුව පතපං,None
17192,ආණ්ඩුව පෙරලුනොත් අහවල් එක තමයි ඔයාටත් වෙන්නේ ලාල් ඇමති තුමා  කෝටි ගානක් වියදම් කරලා රිලව් මොනරු ගැනල රජයේ සල්ලි මහජන මුදල් කිසිම තේරුමක් නැතිව විනාස කෙරුවට සෑහෙන්න දවසකට එලියට එන්න බැරි වෙයි මයෙ හිතේ,None
17193,,None
17194,ඒයී වහල් ඩෝබි ජෙප්පෝ ටික  දෙවෙනි තට්ටුව හදන්න මුල් ගල් තියපු උබලගේ මන්ත්‍රී ට මොන්ගල්ද බන් නැත්නම් ඌ අංග විකලද ජෙප්පන්ගේ පක්ෂේ 99 ඉන්නේ එහෙම උන් තමා,None
17195,මුට කෙලවෙන් නෑ ජනතාවට තමයි කෙලවෙන්නේ,None
17196,ඔවි ලාල් මල්ලි ඔිිවා වැඩක් නැහ වැඩ කරමු ජය ගනිමු රටහදමු,None
17197,පෙරලෙයි  රෙඩ්ඩා,None
17198,ලාල් අය්යා චතුර ගෙන් අහන්න  ආංඩුව පෙරලන්න  ඉස්සරවෙලාසරමක් ඇදලා ඔලුවෙන් හිටගෙන බලන්න කොහොමද  කියලා,None
17199,ජයවේවා  සම්පූර්ණ ඇත්ත ජයවේවා  npp,None
17200,ජය වීවා එන්පීඒ,None
17201,,None
17202,සැබෑ ම මිනිසුන්ගේ ආන්ඩුවක් ආයේ හොර හැත්තට ඉඅඩක් නෑ,None
17203,,None
17204,"සුපිරි
ලාල් සහෝදරයා",None
17205,ජයවෙවා,None
17206,"Hon Minister Lal Kantha මල්ලී මරු කෑල්ල  ලැබෙන බම්බුවක් නැති නිසා නැතිවෙන්න බම්බුවකුත් නැහැ 
මාලිමාවට ජයවේවා",None
17207,ලලාස්,None
17208,මයික් පලන සහෝදරයො,None
17209,මහා ලාල් සහෝදරයා,None
17210,සුපිරි බුලට් එක,None
17211,අලි මරන්න කිව්ව කතාව නිසා දැන් දවසගානෙ සත්තු මරල දානව අපි ඔබතුමාව නුවරින් එකට මනාප දීල යැව්වෙ අලි ඇත්තු ටික මරල දාන්න නෙවෙයි,None
17212,අම්මප අපේ ලාලගෙ කතාවෙ ඒ කෑල්ල නම් ඇත්ත චන්දෙට වැඩ කරල අපේ අතේ තිබුන ලක්ෂ එකහමාරක් විතර ඉවර උනා පක්ෂෙ වැඩ වලට අපිටත් ලැබුන බම්බුවකුත් නෑ අපි ඉල්ලපු බම්බුවකුත්නෑ එත් තවමත් අපි මාලිමාවත් එක්ක අර හොරුන්ට පෙරලන්න වෙන්නෙ ගල් තමයි පට්ට හොර හැත්ත,None
17213,පල බොරු  නොකියා,None
17214,එය ස්වයං පැවරුම් විශාල ප්රමාණයක්,None
17215,ලාල් අයියෝ,None
17216,මාසෙකින්නම් ආන්ඩුව පෙරලෙන්නේනෑ 2028 ණය ගෙවන්න දැන්ම සැලසුම් හදලා වැඩපිළිවෙළක් ප්‍රතිපත්තියක් හදලා ඒ සදහා මුදල් හොයා ගන්න  පුලුවන් විදියට ආර්ථිකය හැදුවේ නැත්තන්නම් පෝලිම් යුගයක් එයි අපණයන ආර්ථිකයකට ගියොත් ගොඩ දැන්ම අඩිතාලම දාන්න ඕන මීට වඩා බලවත් ආන්ඩුවක් ගෝටාගේ ආන්ඩුව වසර 10ක් ජනාධිපති වෙලා හිටිය මහින්ද රාජපක්ෂ හිටියා අගමැති ලා හිටියා පල පුරැදු අය හැම අංශයේන්ම හිටියා දාලා යන්න වුනා ජනතා ප්‍රසාදය අප්‍රාසාදය මත  පමණයි අන්ඩු පවතිනවාද් නැද්ද තීරණය වෙන්නේ දැනටනම් කිසිම වැඩපිළිවෙළක් ප්‍රතිපත්තියක් නෑ කියලා පේනවා,None
17217,Cheatea kibula wagmai පෙරාලීන් කොහෙටාඩා ඇන්ජ් කූන්ඩා කේයාඩයි ලගඩේඩමයා විසින්,None
17218,ජයෙන් ජයම  මාලිමාවට,None
17219,,None
17220,,None
17221,ආන්ඩුවනම් පෙරලෙනවට මමත් කැමතියි හැබැයි ඉතින් මේ ආන්ඩුවෙ ඉන්න මන් කැමතිම මනුස්සයා ලාල්,None
17222,තවත් මොඩ චූන් තමා,None
17223,ජය වාවා එන්පීඒ අරක් ජය වාවා,None
17224,ජයවේවා,None
17225,,None
17226,,None
17227,,None
17228,ඔයා නියමයි සහෝදරයා,None
17229,"සහෝදාරයා   වලට ගරු කරන්න
ඔබට ඡන්දය දීමට ආඩම්බර වේ",None
17230,මාතාවස් ඉන්වෙහික් මත්තක තියා ගත්තත් හොඩායි,None
17231,,None
17232,,None
17233,නියම කතාව  පෙරලුනා කියලා අපිට නැති වෙන්න දෙයක් නෑ  සහතික ඇත්ත පහුගිය හොරු හොරකම් කරන්න ම තමයි දේශපාලනය කරේ,None
17234,ලොකු අයියාව,None
17235,ආදරෙයි හැමදාමත් ලාල් ඇමැතිතුමා,None
17236,මලීමා ජය වීවා 20 ආන් ගියෝත් රැටාමා,None
17237,Akd npp,None
17238,අනේ පලබං යන්නරට කන්නෙ නැතුවදෙයියනේ කියලලොකුකම් දාන්නෙ නැතුවජනතාවට ⁣තේරෙයි බලපල්ග එදාටපච ආන්ඩුවෙ පච වලට ගොං ජනතාව රැවටීම පුදුමයක් නෙමෙයිනෙ මොකද සිංහලයො මෝඩයි කියන්නෙ නිකංයෑ,None
17239,V හොඳ AKD,None
17240,ලාල් ඇමති තුමා  ගේ සත්‍යය කථාකරන්නේ  පච  වර්ණානැත මාලිමාව පලවා හැරීමට නොහැක,None
17241,මින් ඉදිරියට  හැමදාමත්  විපක්ෂයට  සිහින  දැකීම  පමණයි   ජයවේවා  ලාල්  සහෝදරයා,None
17242,රට හදල මිසක් අත අරින්නෑ,None
17243,,None
17244,මාලිමාවට ජය  වේවා,None
17245,එක මීහරකෙක් ඇතුලට රිංගල,None
17246,Malelemvata Afewewa,None
17247,,None
17248,මාලිමාවට ජය,None
17249,වඩා හොඳ කිව්වා,None
17250,,None
17251,මන්ද බුද්දිකයොද මහ බැංකුවේ ඉන්නේ,None
17252,ඉතාම බුද්ධිමත් තීරණයක්,None
17253,BYD සමාගමට ස්තුතියිලංකාවෙ වාහන මාෆියාවට රිදෙන්නම සලකපු එකටඅඩුම මිලට හොදම වාහන සෘජුව ලංකාවේ ජනතාවට අලෙවි කරන්න,None
17254,බයික් එකාක් ගන්නා බායි පොඩි මිනියාත්තා,None
17255,දැන් ලපයගෙ අසූචි කාපල්ල ගොබ්බයො,None
17256,බලු  වැඩක්,None
17257,ඉතා හොදයි,None
17258,තබුත්තේගම පච්චයා ඇරිය ඇරිල්ලක් ලොවෙත් නැති වෙන්න ලංකාවේ බත් කන මීහරක්ට,None
17259,විදුලි වාහන වලට වැඩේ දීල සේල් කාරයෝ රකින්න හදන්න,None
17260,උම්බලා තෙල් ගහලම දුවපල්ලාසේල් කරයෝ ගොඩ Bye electric,None
17261,එකම දේ නැවත නැවතත් කියමින්  මොන විකාරයක්  කරනවද,None
17262,විදුලි වාහන වල බදු අඩු කරන්නවිදුලි වාහන සදහා ලීසිං පහසුකම් 100 දක්වා වැඩි කරන්නපරිසර දූෂණය ඉහල ඛනිජ තෙල් වාහන සදහා බදු වැඩි කරන්නපවිච්චි කල වාහන ආනයනය සදහා බදු 200 දක්වා වැඩි කරන්නලීසිං පහසුකම් 50 දක්වා අඩු කරන්නලංකාවට වඩාත් සුදුසු BYDTesla වැනි සමාගම් වල ආයෝජන ලංකාවට ලබා ගැනීමයි,None
17263,මෙම පුද්ගලයා 225 දක්වා අංකයක් ලබා නොදී විකාරයකිසාමාන්ය යූ ටියුබ්,None
17264,ඉතා හොඳයි,None
17265,ගෝලිය බ්ල ශක්ති යුද්ධය,None
17266,මේ කරලා තියෙන්නේ විදුලි වාහන ඉල්ලුම අඩු කරලාපෙට්‍ර්ල් ඩීසල් වාහන ප්‍රවර්ධනය කරන්න කරපු දෙයක්මේවා පිටි පස්සේ ඉන්නේ සේල් කාරයෝ වගේම තෙල් වාහන ආනයනය කරන මාෆියා මුදලාලිලා ආන්ඩුව දැන්  ඉන්නේ සුපිරි කෝටිපතියන් එක්ක,None
17267,තීරණය හරිනමුත් ප්‍රශ්නේ  තියෙන්නේ  මේ ගොබ්බ ආන්ඩුවේ ගොබ්බයෝ මිනිස්සුන්ව රැවට්ටුවා අඩුවට ජපන් වාහන ගෙනත් දෙනවා කියලා ඕකයි අවුලමිනිස්සු අහන්නේ ඔන්න ඕකනැත්නම් ලංකාවේ වාහන ගෙන්වන එක පාලනය කල යුතුයි විදේශ විනිමය ප්‍රශ්න ය විසඳගෙන රට බංකොලොත් වෙන්න නොදී වැඩ කිරීම වැදගත්මේ ගොබ්බ ආන්ඩුව මිනිස්සු රැවට්ටුවා ඔන්න ඕකයි ගැටලුව,None
17268,මේ එක හොඳයි සියලුම වාහන සියයට පනහයි සීමාවට ගෙනයුතුයි  සමහර මිනිස්සු ආසාවට ලොකුකමට වාහන අරගෙන ගෙවා ගන්න බැරුව නන්නත්තාර වෙනවා,None
17269,අනේ පොඩි මනුස්සයන්ට  වාහනයක් ගන්න   වානවල මිළ අඩුකරන්නකො,None
17270,ඩුප්පැටේජ් හිටාවතාවත,None
17271,විදුලිය නිෂ්පාදනය කරන්නත් ඩීසල් පෙට්‍රල් භාවිතා කරනවාවිදුලි වාහන ගෙන්වු විගස පරිසර දූෂනය වීම නැවතිය නොහැක,None
17272,පොඩි මිනියට වාහනයක් ගන්න වාහන අඩු කරන්න නෙමේ පොදු ප්‍රවාහනය දියුනු කරන්න කියලා ඉල්ලපන් වාහන අරන් ගෙදර තියන් තමා ඉන්න වෙන්නේ අවුරුදු කිහිපයක් යනකොට එන්න එන්නම මාර්ග තද බදය වැඩි වෙනකොට තමා තේරෙන්නේ අපරාදේ වාහනේ යන්නේ කියලා පොදු ප්‍රවාහනය දියුනු උනානම් වාහන ඕන නෑ,None
17273,මහ බැංකුවෙ ඔය නීති හදන එවුන් වාහන සේල් කාරයෝත් එක්ක සම්බන්ධයි උං ගේන හැම නීතියක්ම ගේන්නෙ සේල් කාරයන්ට වාසිය එන විධියට ඕකුංට අයිති ගෙවල් වල තියෙන වාහන ගැන සොයන්න අති නවීන සුකෝපබෝගී වාහන එන එන අළුත් වාහන වලට මාරු වෙනව සේල් කාරයන්ගෙන් හොදම එකෙන් මුදල් පරිත්ත්‍යාත් ලබාගන්නව පට්ටම දූෂිතයො ටිකක් තමයි ඔතන තීන්දු තීරණ ගන්නෙ,None
17274,මේ කාලකන්නි චන්දෙට කලින් කිව්වෙවිදුලි වාහන ගේන එකට මුන් කැමති නෑ සෝලා විදුලියට කැමති නෑ14කන්නි ජෙප්පො,None
17275,පසුගිය අවුරුදු කිහිපයේම මහ බැංකුවේ තීරණ වල වාසිය ගියේ පෙට්‍රල්  ඩිසල් වාහන ගෙන්වන වාහන සේල් වලට විදුලි වාහන ගෙන්වීම දිරි ගන්වලා පෙට්‍රල්  ඩිසල් වාහන ගෙන්වන එක තහනං කරන්ඩ ඕනෑ කලෙක මහ බැංකුව පරිසරය දුෂණය කරලා ලංකාව ණය කරන තීරණ ගැනීම පුදුමයට කරුණක්,None
17276,මහා බැංකුව  සාමාන්‍ය  ජනතාව  මං කොල්ල කන්න  මෙ රටෙ සට කපට මුල්්‍ය ආයතනයන්ට  උපරිම අවස්ථාව  ලබා දිලා  උන්  මුන  දෙගෙල්ලොම  එකම රැනේ කුරුල්ලො,None
17277,හොඩ්හ්නාම් වහෝන් සැතැව් කඩාවත් කඩාවත් කඩාවත් මැකී හවුජ්ඩර් ලීසිං කීරෙයෝ මෙහෙමේම් ෂෙමෙම් jay,None
17278,මේකේ ගොඩක් දෙනෙක් මේක හොදයි කියලා තියනවාඇත්තම තත්තවේ මේක තමාතමන්ට ගන්න බැරි නම් අනිත් එවුන්ටත් ගන්න බැරි වේයන් කියන එක,None
17279,පලපලහොරා,None
17280,EV දෙවන අත්පොළේ සමහර ඉඟියක්,None
17281,මෙහෙමා ගුඩියොත් වාහන ජෙනා ඊක මාතාරා කරන්නා වෙන්න,None
17282,එම්එම් අසාවා අට්රා ඇටරා,None
17283,සැචිරා වින්ජන් අධි,None
17284,ජපන් වාහනවලට අවුලක් නෑ වටිනාකම වැඩිවෙනවා chinese වාහන අවුරුදු තුනක් ගියහම වටිනාකම සීයට හැටක් විතර අඩුවෙනවා,None
17285,රැවුල,None
